ISIN,Code,SYMBOL,SERIES,EXCH
INE570N01025,511187,Millennium Online Solutions (I,X,BSE
INE613B01010,511194,ICDS LTD.,T,BSE
INE910D01024,511246,BOMBAY TALKIES LIMITED,X,BSE
INE429D01017,511355,INDIA CEMENTS CAPITAL LTD.,X,BSE
INE556D01017,511359,AD-MANUM FINANCE LTD.,X,BSE
INE661M01016,511391,INTER GLOBE FINANCE LTD.,XT,BSE
INE410E01015,511401,MUNOTH COMMUNICATION LIMITED,X,BSE
INE472C01027,511411,SHRISTI INFRASTRUCTURE DEVELOP,X,BSE
INE034B01019,511441,GUJARAT CREDIT CORPORATION LTD,X,BSE
INE706F01021,511447,SYLPH TECHNOLOGIES LTD.,XT,BSE
INE899D01011,511451,DHARANI FINANCE LTD.,X,BSE
INE191N01012,511463,Alexander Stamps And Coin Limi,X,BSE
INE488C01015,511493,SHRYDUS INDUSTRIES LIMITED,XT,BSE
INE900A01013,511501,Bharat Bhushan Finance & Commo,XT,BSE
INE707C01018,511505,CAPITAL TRUST LTD.,T,BSE
INE697C01011,511507,USHAKIRAN FINANCE LTD.,X,BSE
INE380K01017,511509,VIVO BIO TECH LTD.,X,BSE
INE882C01035,511523,VEERHEALTH CARE LIMITED,X,BSE
INE376A01032,511525,PAN INDIA CORPORATION LTD.,X,BSE
INE135C01012,511533,SAHARA HOUSINGFINA CORPORATION,X,BSE
INE026C01013,511535,NDA SECURITIES LTD.,X,BSE
INE533B01028,511539,Supra Trends Limited,XT,BSE
INE777C01011,511543,GSB FINANCE LTD.,X,BSE
INE367A01015,511549,MORARKA FINANCE LTD.,X,BSE
INE732K01027,511557,PRO FIN CAPITAL SERVICES LTD.,XT,BSE
INE289C01025,511559,TEAM INDIA GUARANTY LIMITED,T,BSE
INE754C01010,511571,SOM DATT FINANCE CORPORATION L,XT,BSE
INE304E01010,511577,SAVANI FINANCIALS LTD.,X,BSE
INE425F01028,511585,BEFOUND MOVEMENT LIMITED,X,BSE
INE212B01011,511593,LIBORD FINANCE LTD,X,BSE
INE216B01012,511601,YASH MANAGEMENT & SATELLITE LT,X,BSE
INE569B01022,511609,ISL CONSULTING LTD.,X,BSE
INE891B01012,511611,DCM FINANCIAL SERVICES LTD.,T,BSE
INE229D01011,511626,RR FINANCIAL CONSULTANTS LTD.,XT,BSE
INE417D01020,511628,FEDDERS HOLDING LIMITED,B,BSE
INE919M01026,511634,DUGAR HOUSING DEVELOPMENTS LTD,XT,BSE
INE234E01027,511636,DJS STOCK & SHARES LTD.,XT,BSE
INE113B01029,511644,OMEGA INTERACTIVE TECHNOLOGIES,XT,BSE
INE309D01011,511654,SUGAL & DAMANI SHARE BROKERS L,XT,BSE
INE027D01019,511658,NETTLINX LTD.,X,BSE
INE555D01019,511660,PREMIUM CAPITAL MARKET & INVES,XT,BSE
INE443D01018,511664,BGIL FILMS & TECHNOLOGIES LTD.,XT,BSE
INE099G01011,511672,Scan Steels Limited,X,BSE
INE759C01027,511692,AJCON GLOBAL SERVICES LTD.,XT,BSE
INE953B01010,511696,CHARTERED CAPITAL & INVESTMENT,X,BSE
INE625D01028,511700,STANDARD CAPITAL MARKETS LTD.,XT,BSE
INE290E01011,511702,YOGI LIMITED,XT,BSE
INE717D01023,511710,CUBICAL FINANCIAL SERVICES LTD,X,BSE
INE452B01013,511712,RELIC TECHNOLOGIES LTD.,XT,BSE
INE875B01015,511714,NIMBUS PROJECTS LTD.,X,BSE
INE359A01012,511716,Invigorated Business Consultin,XT,BSE
INE006C01015,511728,K.Z.LEASING & FINANCE LTD.,X,BSE
INE527C01010,511734,PASUPATI FINCAP LTD.,XT,BSE
INE241B01010,511738,MEHTA SECURITIES LTD.,XT,BSE
INE861D01011,511754,SHALIBHADRA FINANCE LTD.,X,BSE
INE195I01013,511756,ABIRAMI FINANCIAL SERVICES (IN,Z,BSE
INE094E01017,511758,MANSI FINANCE (CHENNAI) LTD.,X,BSE
INE518D01025,511760,SEVEN HILL INDUSTRIES LIMITED,Z,BSE
INE819K01014,511764,Aastamangalam Finance Limited,XT,BSE
INE754D01018,512014,SOBHAGYA MERCHANTILE LTD.,XT,BSE
INE135H01029,512018,CNI RESEARCH LTD.,X,BSE
INE967G01019,512020,SARASWATI COMMERCIAL (INDIA) L,B,BSE
INE767M01029,512025,BANGANGA PAPER INDUSTRIES LIMI,X,BSE
INE603D01017,512026,VEGA JEWELLERS LIMITED,XT,BSE
INE393H01016,512036,KAPIL COTEX LTD.,XT,BSE
INE887D01016,512038,TCC CONCEPT LIMITED,T,BSE
INE510H01015,512047,ROYAL INDIA CORPORATION LIMITE,X,BSE
INE195E01020,512048,DHANSAFAL FINSERVE LIMITED,X,BSE
INE762D01011,512064,VISHVPRABHA VENTURES LIMITED,X,BSE
INE945F01025,512068,DECCAN GOLD MINES LTD.,B,BSE
INE234B01023,512093,CRANES SOFTWARE INTERNATIONAL,Z,BSE
INE092G01024,512097,SAIANAND COMMERCIAL LIMITED,X,BSE
INE750G01019,512099,EYANTRA VENTURES LIMITED,XT,BSE
INE276H01013,512103,NIDHI GRANITES LTD.,XT,BSE
INE461H01011,512109,AVIVA INDUSTRIES LTD.,XT,BSE
INE649C01012,512115,ROSE MERC.LTD.,XT,BSE
INE529F01035,512131,SIGNET INDUSTRIES LIMITED,T,BSE
INE758A01072,512149,AVANCE TECHNOLOGIES LTD.,XT,BSE
INE365O01028,512165,ABANS ENTERPRISES LTD,X,BSE
INE968E01012,512169,CAPRICORN SYSTEMS GLOBAL SOLUT,XT,BSE
INE685D01022,512175,VAMA INDUSTRIES LTD.,X,BSE
INE798C01017,512197,SILVER OAK COMMERCIAL LTD.,Z,BSE
INE730E01016,512217,PRISM MEDICO AND PHARMACY LTD.,X,BSE
INE379J01029,512229,VERITAS (INDIA) LTD.,T,BSE
INE091E01039,512233,JAYBHARAT TEXTILES & REAL ESTA,Z,BSE
INE894A01026,512247,ASHIRWAD CAPITAL LTD.,X,BSE
INE895A01023,512257,SWASTI VINAYAKA ART AND HERITA,X,BSE
INE200D01020,512267,MEDIA MATRIX WORLDWIDE LTD.,B,BSE
INE043F01011,512279,N2N TECHNOLOGIES LIMITED,Z,BSE
INE458B01036,512296,BHAGYANAGAR INDIA LTD.,T,BSE
INE408F01024,512297,Shantai Industries Limited,XT,BSE
INE417N01011,512301,CHAMBAL BREWERIES & DISTILLERI,XT,BSE
INE385F01024,512329,SG MART LIMITED,B,BSE
INE068C01015,512344,ARAVALI SECURITIES & FINANCE L,X,BSE
INE745A01012,512345,YASH TRADING & FINANCE LTD.,XT,BSE
INE093G01022,512359,SWORD-EDGE COMMERCIALS LIMITED,Z,BSE
INE108G01010,512361,CUPID BREWERIES AND DISTILLERI,X,BSE
INE716D01033,512379,CRESSANDA RAILWAY SOLUTIONS LI,X,BSE
INE037B01020,512393,SHARDUL SECURITIES LTD.,XT,BSE
INE017I01027,512399,SERA INVESTMENTS & FINANCE IND,X,BSE
INE468F01010,512405,I-POWER SOLUTIONS INDIA LTD.,XT,BSE
INE319T01016,512415,MERCURY TRADE LINKS LTD.,X,BSE
INE242B01018,512425,NIRAV COMMERCIALS LTD.,X,BSE
INE412D01013,512437,APOLLO FINVEST (INDIA) LTD.,X,BSE
INE993I01029,512441,Enbee Trade &amp; Finance Ltd,XT,BSE
INE162L01017,512443,Ganon Products Limited,XT,BSE
INE564J01026,512453,SHRI JAGDAMBA POLYMERS LTD.,XT,BSE
INE765L01017,512477,BETEX INDIA LTD.,X,BSE
INE012F01016,512481,POLYTEX INDIA LTD.,XT,BSE
INE977F01010,512485,DHANLAXMI COTEX LTD.,XT,BSE
INE876A01023,512489,OASIS SECURITIES LTD.,X,BSE
INE590B01010,512493,GARNET INTERNATIONAL LTD.,X,BSE
INE435E01020,512499,SHALIMAR PRODUCTIONS LTD.,X,BSE
INE091C01017,512527,SUPER SALES INDIA LTD.,X,BSE
INE655A01013,512531,STATE TRADING CORPORATION OF I,T,BSE
INE581D01015,512565,NEELKANTH LIMITED,XT,BSE
INE077B01018,512587,ZODIAC-JRD-MKJ LTD.,XT,BSE
INE579D01019,512589,SITA ENTERPRISES LTD.,X,BSE
INE183U01022,512591,PULSAR INTERNATIONAL LTD.,XT,BSE
INE348N01034,512595,Manbro Industries Limited,X,BSE
INE307N01014,512600,ASTAL LABORATORIES LIMITED,X,BSE
INE772B01014,512604,HARIA EXPORTS LTD.,XT,BSE
INE629C01014,512618,RLF LTD.,XT,BSE
INE769D01016,512624,Regent Enterprises Limited,X,BSE
INE231G01010,512626,ORBIT EXPORTS LTD.,T,BSE
INE104E01014,512634,SAVERA INDUSTRIES LTD.,X,BSE
INE114E01013,513005,Chrome Silicon Limited,X,BSE
INE158G01015,513043,REMI EDELSTAHL TUBULARS LIMITE,XT,BSE
INE736H01024,513059,G.S.AUTO INTERNATIONAL LTD.,X,BSE
INE360D01014,513063,TRANS-FREIGHT CONTAINERS LTD.,X,BSE
INE991A01020,513117,AMFORGE INDUSTRIES LTD.,X,BSE
INE173M01012,513119,ONIX SOLAR ENERGY LIMITED,XT,BSE
INE950D01012,513149,ACROW INDIA LTD.,X,BSE
INE205F01016,513173,STEEL STRIPS INFRASTRUCTURES L,X,BSE
INE289D01015,513252,JAY USHIN LTD.,X,BSE
INE611C01020,513295,IMEC SERVICES LIMITED,XT,BSE
INE001F01019,513303,MODERN STEELS LTD.,X,BSE
INE363L01029,513307,SYNTHIKO FOILS LTD.,XT,BSE
INE327C01031,513309,Golkonda Aluminium Extrusions,XT,BSE
INE145J01032,513337,GUJARAT TOOLROOM LTD.,X,BSE
INE105D01013,513353,COCHIN MINERALS & RUTILE LTD.,X,BSE
INE072A01029,513361,INDIA STEEL WORKS LTD.,XT,BSE
INE013J01016,513369,KRISHANVEER FORGE LIMITED,XT,BSE
INE457E01016,513397,VALLABH STEELS LTD.,XT,BSE
INE587D01012,513401,ASHIANA ISPAT LTD.,X,BSE
INE092C01015,513403,P.M.TELELINNKS LTD.,XT,BSE
INE728B01032,513418,SMITHS & FOUNDERS (INDIA) LIMI,X,BSE
INE373E01015,513422,BLOOM INDUSTRIES LTD.,X,BSE
INE501L01024,513430,Maitri Enterprises Limited,XT,BSE
INE594D01018,513452,ELANGO INDUSTRIES LTD.,XT,BSE
INE791E01018,513456,KANISHK STEEL INDUSTRIES LTD.,XT,BSE
INE257F01017,513460,MAHALAXMI SEAMLESS LTD.,Z,BSE
INE658D01011,513472,SIMPLEX CASTINGS LTD.,XT,BSE
INE387D01025,513488,SHREE STEEL WIRE ROPES LTD.,X,BSE
INE235U01012,513496,SIZEMASTERS TECHNOLOGY LIMITED,X,BSE
INE308N01012,513498,SOUTHERN MAGNESIUM & CHEMICALS,X,BSE
INE927K01023,513502,BARODA EXTRUSION LTD.,X,BSE
INE276I01011,513507,GUJARAT CONTAINERS LTD.,P,BSE
INE798F01010,513511,PANCHMAHAL STEEL LTD.,XT,BSE
INE570B01012,513513,ADITYA ISPAT LTD.,X,BSE
INE741B01027,513528,GLITTEK GRANITES LTD.,XT,BSE
INE770A01010,513532,PRADEEP METALS LTD.,X,BSE
INE207H01018,513536,GUJARAT NATURAL RESOURCES LIMI,XT,BSE
INE176E01012,513540,TAMILNADU STEEL TUBES LTD.,P,BSE
INE277E01026,513544,MARDIA SAMYOUNG CAPILLARY TUBE,XT,BSE
INE385M01012,513548,SHARDA ISPAT LTD.,X,BSE
INE608C01026,513566,NOVA IRON & STEEL LTD.,X,BSE
INE067E01013,513575,STERLING POWERGENSYS LTD,X,BSE
INE463D01016,513629,TULSYAN NEC LTD.,X,BSE
INE197C01012,513642,AXEL POLYMERS LTD.,XT,BSE
INE848B01012,513687,SPECTRA INDUSTRIES LTD.,Z,BSE
INE434C01027,513693,KIC METALIKS LTD.,XT,BSE
INE584G01012,513699,SOLID STONE COMPANY LTD.,X,BSE
INE960A01017,513709,SHILP GRAVURES LTD.,X,BSE
INE146C01019,513713,White Organic Agro Limited,X,BSE
INE723D01021,514010,RUDRA ECOVATION LIMITED,X,BSE
INE376L01013,514028,RAJKAMAL SYNTHETICS LTD.,X,BSE
INE272C01013,514030,DEEPAK SPINNERS LTD.,X,BSE
INE229N01010,514060,MARKOBENZ VENTURES LIMITED,X,BSE
INE501F01018,514087,PBM POLYTEX LTD.,X,BSE
INE207C01019,514113,ADINATH TEXTILES LTD.,XT,BSE
INE517D01019,514128,KONARK SYNTHETIC LTD.,X,BSE
INE132C01027,514138,SURYALATA SPINNING MILLS LTD.,X,BSE
INE431C01023,514140,SURYAVANSHI SPINNING MILLS LTD,XT,BSE
INE592B01024,514142,T T LTD.,T,BSE
INE862B01013,514165,INDIAN ACRYLICS LTD.,X,BSE
INE760J01012,514171,CEETA INDUSTRIES LTD.,X,BSE
INE351D01013,514177,RISHAB SPECIAL YARNS LTD.,P,BSE
INE761G01016,514183,BLACK ROSE INDUSTRIES LTD.,X,BSE
INE110Q01023,514197,S&T CORPORATION LTD.,X,BSE
INE235C01028,514211,SUMEET INDUSTRIES LTD.,T,BSE
INE218A01028,514221,K-LIFESTYLE & INDUSTRIES LIMIT,Z,BSE
INE410D01017,514223,RAMGOPAL POLYTEX LTD.,XT,BSE
INE874A01010,514238,MKVENTURES CAPITAL LIMITED,X,BSE
INE979D01011,514240,Kush Industries Limited,X,BSE
INE377C01010,514248,SREECHEM RESINS LTD.,P,BSE
INE707B01010,514264,SEASONS TEXTILES LTD.,X,BSE
INE106C01013,514266,ZENITH FIBRES LTD.,X,BSE
INE436C01014,514272,BHILWARA SPINNERS LTD.,X,BSE
INE273D01019,514274,AARVEE DENIMS & EXPORTS LTD.,T,BSE
INE589J01015,514280,SANRHEA TECHNICAL TEXTILES LTD,X,BSE
INE660D01017,514302,VIPPY SPINPRO LTD.,X,BSE
INE156E01014,514312,JAIHIND SYNTHETICS LTD.,XT,BSE
INE969C01022,514316,RAGHUVIR SYNTHETICS LTD.,X,BSE
INE722N01014,514318,JATTASHANKAR INDUSTIES LTD.,XT,BSE
INE535C01013,514322,KAMADGIRI FASHION LTD.,X,BSE
INE814D01010,514324,OMNITEX INDUSTRIES (INDIA) LTD,XT,BSE
INE790C01014,514326,PATSPIN INDIA LTD.,X,BSE
INE670O01013,514330,ONE GLOBAL SERVICE PROVIDER LI,X,BSE
INE216I01017,514332,NEO INFRACON LTD.,X,BSE
INE339D01034,514358,EVERLON FINANCIALS LIMITED,XT,BSE
INE078T01026,514360,K&R RAIL ENGINEERING LIMITED,X,BSE
INE564C01013,514378,YARN SYNDICATE LTD.,XT,BSE
INE004C01028,514386,GUJARAT COTEX LTD.,X,BSE
INE340D01016,514400,GARWARE SYNTHETICS LTD.,XT,BSE
INE638N01012,514402,ECO HOTELS AND RESORTS LIMITED,X,BSE
INE305D01019,514412,SARUP INDUSTRIES LTD.,X,BSE
INE370D01013,514418,MANGALAM ORGANICS LIMITED,T,BSE
INE074C01013,514428,HINDUSTAN ADHESIVES LTD.,X,BSE
INE439N01031,514440,Blue Pearl Agriventures Limite,XT,BSE
INE009C01019,514442,SRI KPR INDUSTRIES LTD.,X,BSE
INE345D01031,514446,LS INDUSTRIES LTD.,B,BSE
INE577D01013,514448,JYOTI RESINS & ADHESIVES LTD.,B,BSE
INE410M01018,514454,SOUTHERN LATEX LTD.,XT,BSE
INE670H01017,514460,OSWAL YARNS LTD.,XT,BSE
INE837B01031,514470,WINSOME TEXTILE INDUSTRIES LTD,B,BSE
INE219W01012,515008,MODERN INSULATORS LTD.,X,BSE
INE068B01017,515043,SAINT-GOBAIN SEKURIT INDIA LTD,B,BSE
INE469C01023,515059,MADHUSUDAN INDUSTRIES LTD.,X,BSE
INE298E01022,515085,RESTILE CERAMICS LTD.,XT,BSE
INE650D01026,515127,Ramasigns Industries Limited,X,BSE
INE952A01022,515145,HINDUSTHAN NATIONAL GLASS & IN,B,BSE
INE506D01020,515147,HALDYN GLASS LTD,X,BSE
INE932D01010,516003,DUROPLY INDUSTRIES LIMITED,X,BSE
INE231C01019,516016,SHREYANS INDUSTRIES LTD.,T,BSE
INE385D01029,516032,TAHMAR ENTERPRISES LIMITED,X,BSE
INE737E01011,516038,SOMA PAPERS & INDUSTRIES LTD.,XT,BSE
INE497C01016,516062,NATIONAL PLYWOOD INDUSTRIES LT,Z,BSE
INE699D01015,516078,JUMBO BAG LTD.,X,BSE
INE740D01017,516082,N.R.AGARWAL INDUSTRIES LTD.,T,BSE
INE384D01022,516096,SANGAL PAPERS LTD.,X,BSE
INE810C01044,516098,VENTURA TEXTILES LTD.,X,BSE
INE538D01015,516106,SHREE KARTHIK PAPERS LTD.,X,BSE
INE088G01014,516108,SOUTH INDIA PAPER MILLS LTD.,X,BSE
INE146N01016,516110,FAMILY CARE HOSPITALS LIMITED,X,BSE
INE302D01024,517035,RIR POWER ELECTRONICS LIMITED,B,BSE
INE649R01010,517044,INTERNATIONAL DATA MANAGEMENT,X,BSE
INE919C01019,517063,JETKING INFOTRAIN LTD.,XT,BSE
INE273A01015,517096,APLAB LTD.,XT,BSE
INE834B01012,517119,PCS TECHNOLOGY LTD.,X,BSE
INE252A01019,517166,SPEL SEMICONDUCTOR LTD.,X,BSE
INE125G01014,517170,Edvenswa Enterprises Limited,X,BSE
INE311D01017,517201,SWITCHING TECHNOLOGIES GUNTHER,X,BSE
INE216C01010,517236,CALCOM VISION LTD.,XT,BSE
INE083E01010,517238,DYNAVISION LTD.,X,BSE
INE788D01016,517246,BCC FUBA INDIA LTD.,X,BSE
INE143C01024,517258,PRECISION ELECTRONICS LTD.,XT,BSE
INE087E01011,517264,FINE-LINE CIRCUITS LTD.,XT,BSE
INE902B01017,517273,S&S POWER SWITCHGEAR LTD.,T,BSE
INE541F01022,517288,Gujarat Poly Electronics Limit,X,BSE
INE981B01011,517330,CMI LTD.,Z,BSE
INE834C01028,517336,MODERN MALLEABLES LTD.,P,BSE
INE110B01017,517344,MINDTECK (INDIA) LTD.,T,BSE
INE167B01025,517356,ACI INFOCOM LTD.,X,BSE
INE689V01018,517360,SBEC SYSTEMS (INDIA) LTD.,XT,BSE
INE437C01012,517370,INCAP LTD.,X,BSE
INE877E01015,517372,GUJARAT INTRUX LTD.,X,BSE
INE043B01028,517393,VINTRON INFORMATICS LTD.,X,BSE
INE648E01010,517397,PAN ELECTRONICS INDIA LTD.,XT,BSE
INE756A01019,517399,VXL INSTRUMENTS LTD.,XT,BSE
INE635A01023,517411,SHYAM TELECOM LTD.,T,BSE
INE791B01014,517415,LEE & NEE SOFTWARES (EXPORTS),X,BSE
INE082C01024,517417,PATELS AIRTEMP (INDIA) LTD.,X,BSE
INE0IPL01018,517423,INTEGRA SWITCHGEAR LTD.,XT,BSE
INE576B01019,517429,Athena Global Technologies Lim,X,BSE
INE060D01010,517431,NARMADA MACPLAST DRIP IRRIGATI,XT,BSE
INE940C01015,517437,DUTRON POLYMERS LTD.,X,BSE
INE165B01029,517447,R.S.SOFTWARE INDIA LTD.,T,BSE
INE437D01010,517449,MAGNA ELECTRO CASTINGS LTD.,XT,BSE
INE415B01044,517467,MARSONS LIMITED,T,BSE
INE033C01019,517477,ELNET TECHNOLOGIES LTD.,X,BSE
INE258C01038,517494,ACCEL LIMITED,X,BSE
INE589D01018,517514,D&H INDIA LTD,X,BSE
INE229A01017,517536,ONWARD TECHNOLOGIES LTD.,T,BSE
INE209C01015,517546,ALFA TRANSFORMERS LTD.,X,BSE
INE141C01036,517554,NHC FOODS LTD.,X,BSE
INE769B01028,517564,CLENON ENTERPRISES LIMITED,XT,BSE
INE145L01012,518011,KEERTHI INDUSTRIES LTD.,X,BSE
INE827D01020,518053,Sri Chakra Cement Limited,XT,BSE
INE069E01019,518075,SURAJ PRODUCTS LTD.,Z,BSE
INE071F01012,518091,ANJANI PORTLAND CEMENT LTD.,T,BSE
INE537F01012,519003,MODI NATURALS LIMITED,XT,BSE
INE100E01012,519014,PRASHANT INDIA LTD.,XT,BSE
INE687W01010,519064,KHANDELWAL EXTRACTION LTD.,X,BSE
INE534D01014,519097,RITESH INTERNATIONAL LTD.,XT,BSE
INE289A01011,519136,NAHAR INDUSTRIAL ENTERPRISES L,T,BSE
INE693D01018,519152,VADILAL ENTERPRISES LTD.,X,BSE
INE709D01012,519174,ASHIANA AGRO INDUSTRIES LTD.,XT,BSE
INE601N01010,519191,Retro Green Revolution Limited,X,BSE
INE188E01017,519214,WILLIAMSON FINANCIAL SERVICES,X,BSE
INE601B01023,519216,AJANTA SOYA LTD.,X,BSE
INE102C01020,519230,KISAAN PARIVAR INDUSTRIES LIMI,X,BSE
INE843L01012,519234,SUPERIOR INDUSTRIAL ENTERPRISE,X,BSE
INE233P01017,519238,SAPTARISHI AGRO INDUSTRIES LTD,XT,BSE
INE995U01011,519242,SARDA PROTEINS LTD.,XT,BSE
INE297D01018,519262,PRIMA AGRO LTD.,X,BSE
INE110C01015,519279,MADHUR INDUSTRIES LTD.,XT,BSE
INE906C01016,519285,TARAI FOODS LTD.,Z,BSE
INE617B01011,519287,MODERN DAIRIES LTD.,X,BSE
INE921D01013,519295,BAMBINO AGRO INDUSTRIES LTD.,X,BSE
INE543F01028,519299,PRIME INDUSTRIES LTD.,X,BSE
INE706A01022,519307,VIKAS WSP LTD.,Z,BSE
INE923K01014,519331,VSF PROJECTS LTD.,X,BSE
INE809E01018,519359,POONA DAL & OIL INDUSTRIES LTD,X,BSE
INE213P01027,519367,TRANSGLOBE FOODS LTD.,XT,BSE
INE220Z01013,519397,SHARAT INDUSTRIES LTD.,XT,BSE
INE953E01014,519421,KSE LTD.,X,BSE
INE062E01014,519439,PIONEER AGRO EXTRACTS LTD.,XT,BSE
INE540C01021,519455,NARBADA GEMS AND JEWELLERY LTD,X,BSE
INE295C01014,519457,VIRAT CRANE INDUSTRIES LTD.,X,BSE
INE678B01021,519463,IB INFOTECH ENTERPRISES LTD.,X,BSE
INE072V01017,519471,Ambar Protein Industries Limit,XT,BSE
INE975C01011,519475,CHORDIA FOOD PRODUCTS LTD.,X,BSE
INE052V01019,519477,CIAN Agro Ind & Infra Ltd,T,BSE
INE112B01013,519479,OMEGA AG-SEEDS (PUNJAB) LTD.,XT,BSE
INE358D01018,519483,TAI INDUSTRIES LTD.,X,BSE
INE356C01022,519500,BKV INDUSTRIES LTD.,X,BSE
INE630N01019,519506,NCC BLUE WATER PRODUCTS LTD.,P,BSE
INE369C01017,519528,NORBEN TEA & EXPORTS LTD.,T,BSE
INE822B01017,519532,ASIAN TEA & EXPORTS LTD.,X,BSE
INE354D01017,519566,SIMRAN FARMS LTD.,X,BSE
INE092301014,519574,HINDUSTAN AGRIGENETICS LTD.,X,BSE
INE565E01016,519604,SURYO FOODS & INDUSTRIES LTD.,XT,BSE
INE177M01013,519606,INTEGRATED PROTEINS LTD.,XT,BSE
INE734D01010,519612,LAKE SHORE REALTY LIMITED,XT,BSE
INE090B01011,520021,OMAX AUTOS LTD.,T,BSE
INE571B01036,520066,JAY BHARAT MARUTI LTD.,T,BSE
INE706B01012,520075,SAMKRG PISTONS & RINGS LTD.,X,BSE
INE075B01020,520086,SICAL LOGISTICS LTD.,T,BSE
INE276D01012,520121,ARCEE INDUSTRIES LTD.,X,BSE
INE125D01011,520123,ABC INDIA LTD.,X,BSE
INE654B01014,520127,BALURGHAT TECHNOLOGIES LTD.,X,BSE
INE229E01019,520131,COASTAL ROADWAYS LTD.,P,BSE
INE441C01014,520141,SIBAR AUTO PARTS LTD.,X,BSE
INE580C01019,520155,Starlog Enterprises Limited,X,BSE
INE807M01023,521005,TITAN INTECH LIMITED,X,BSE
INE314C01013,521034,SOMA TEXTILES & INDUSTRIES LTD,T,BSE
INE695C01015,521036,SOURCE INDUSTRIES (INDIA) LTD.,XT,BSE
INE900E01015,521048,ADVANCE LIFESTYLES LTD.,X,BSE
INE092E01011,521054,KAKATIYA TEXTILES LTD.,XT,BSE
INE814L01013,521062,PERFECT-OCTAVE MEDIA PROJECTS,X,BSE
INE604F01010,521080,PASARI SPINNING MILLS LTD.,X,BSE
INE484D01012,521097,AMARJOTHI SPINNING MILLS LTD.,X,BSE
INE482O01021,521105,OLYMPIA INDUSTRIES LTD.,X,BSE
INE691D01012,521113,SUDITI INDUSTRIES LTD.,XT,BSE
INE363D01018,521131,Shree Bhavya Fabrics Limited,X,BSE
INE958A01011,521137,EUREKA INDUSTRIES LTD.,XT,BSE
INE122D01026,521141,ADITYA SPINNERS LTD.,X,BSE
INE419E01024,521149,PRIME URBAN DEVELOPMENT INDIA,XT,BSE
INE953D01016,521151,DHANLAXMI FABRICS LTD.,X,BSE
INE456D01010,521161,SRI LAKSHMI SARASWATHI TEXTILE,X,BSE
INE485D01043,521167,MAXGROW INDIA LIMITED,XT,BSE
INE670B01028,521176,GANGOTRI TEXTILES LTD.,Z,BSE
INE306D01017,521178,SRI RAMAKRISHNA MILLS (COIMBAT,X,BSE
INE727E01012,521188,UNITED TEXTILES LTD.,XT,BSE
INE931D01020,521206,SAMTEX FASHIONS LTD.,X,BSE
INE117C01010,521210,CITYMAN LTD.,X,BSE
INE220C01012,521216,DHANALAXMI ROTO SPINNERS LTD.,X,BSE
INE602D01027,521222,SANBLUE CORPORATION LTD.,XT,BSE
INE980D01019,521226,UNIROYAL INDUSTRIES LTD.,X,BSE
INE083G01031,521228,TATIA GLOBAL VENNTURE LTD.,X,BSE
INE124M01015,521232,SUNIL INDUSTRIES LTD.,P,BSE
INE443E01016,521234,SRI NACHAMMAI COTTON MILLS LTD,X,BSE
INE893C01032,521238,BHARAT GLOBAL DEVELOPERS LIMIT,B,BSE
INE304D01012,521240,SAMBANDAM SPINNING MILLS LTD.,X,BSE
INE292D01019,521242,KANDAGIRI SPINNING MILLS LTD.,XT,BSE
INE608B01010,522001,CRANEX LTD.,X,BSE
INE177C01022,522004,BATLIBOI LTD.,X,BSE
INE759F01012,522005,AUSTIN ENGINEERING CO.LTD.,X,BSE
INE459C01016,522017,FLUIDOMAT LTD.,XT,BSE
INE279D01016,522027,EMA INDIA LTD.,XT,BSE
INE127B01011,522073,The Hi-Tech Gears Ltd,T,BSE
INE890G01021,522091,UNITED VAN DER HORST LTD.,X,BSE
INE338F01015,522101,KILBURN ENGINEERING LTD.,B,BSE
INE372E01025,522105,BIRLA PRECISION TECHNOLOGIES L,X,BSE
INE285C01015,522122,VOITH PAPER FABRICS INDIA LTD.,X,BSE
INE133D01023,522134,ARTSON LIMITED,XT,BSE
INE410A01013,522152,SOLITAIRE MACHINE TOOLS LTD.,X,BSE
INE867D01018,522165,INDSIL HYDRO POWER AND MANGANE,XT,BSE
INE478D01014,522183,ITL INDUSTRIES LTD.,X,BSE
INE572D01014,522195,FRONTIER SPRINGS LTD.,X,BSE
INE682D01011,522207,RASANDIK ENGINEERING INDUSTRIE,X,BSE
INE429B01011,522209,YOGI SUNG-WON (INDIA) LTD.,XT,BSE
INE826C01016,522217,GUJARAT APOLLO INDUSTRIES LTD.,B,BSE
INE692C01020,522229,TANEJA AEROSPACE & AVIATION LT,X,BSE
INE714D01020,522231,CONART ENGINEERS LTD.,X,BSE
INE097E01028,522235,MINAL INDUSTRIES LIMITED,X,BSE
INE092H01014,522237,SHIVAGRICO IMPLEMENTS LTD.,X,BSE
INE079L01013,522245,IYKOT HITECH TOOLROOM LTD.,XT,BSE
INE627F01011,522251,CENLUB INDUSTRIES LTD.,X,BSE
INE466D01019,522267,VEEJAY LAKSHMI ENGINEERING WOR,X,BSE
INE868C01018,522273,AHMEDABAD STEELCRAFT LTD.,X,BSE
INE169F01014,522289,NMS RESOURCES GLOBAL LIMITED,XT,BSE
INE713D01055,522292,CANDOUR TECHTEX LIMITED,X,BSE
INE811B01010,522294,T & I GLOBAL LTD.,X,BSE
INE142E01022,522650,BEMCO HYDRAULICS LTD.,XT,BSE
